,Player,Season,MIPFlag,Age,Pos,G,MP,MP_per_game,FG,FT,FG_Perc,3P_Perc,eFG_Perc,FT_Perc,TRB,AST,STL,BLK,PS_per_game,USG_Perc,year_no
13890,Dirk Nowitzki,2015,0.0,37,3,-2.0,82.0,1.8999999999999984,0.2999999999999998,0.0,-0.01100000000000001,-0.012000000000000009,-0.0040000000000000036,0.01100000000000001,0.5999999999999996,-0.09999999999999988,0.2,0.29999999999999993,1.0,0.6000000000000014,18.0
14466,Dirk Nowitzki,2016,0.0,38,3,-21.0,-940.0,-5.100000000000001,-1.0999999999999996,-1.4999999999999998,-0.0109999999999999,0.009999999999999952,-0.009000000000000008,-0.018000000000000016,0.0,-0.30000000000000004,-0.09999999999999998,0.0,-4.100000000000001,0.3000000000000007,19.0
4795,Michael Olowokandi,1999,0.0,24,0,35.0,1214.0,2.8000000000000007,0.2999999999999998,0.2,0.006000000000000061,0.0,0.006000000000000061,0.16799999999999993,0.2999999999999989,-0.09999999999999998,-0.2,0.6000000000000001,0.9000000000000004,-0.8999999999999986,2.0
5320,Michael Olowokandi,2000,0.0,25,0,2.0,-366.0,-5.300000000000002,-0.2999999999999998,-0.5,-0.0020000000000000573,0.0,-0.0020000000000000573,-0.10599999999999987,-1.7999999999999992,0.09999999999999998,0.0,-0.5,-1.3000000000000007,2.3999999999999986,3.0
5831,Michael Olowokandi,2001,0.0,26,0,-2.0,441.0,6.200000000000002,1.0,0.5,-0.0020000000000000018,0.0,-0.0020000000000000018,0.07699999999999996,2.5,0.5000000000000001,0.29999999999999993,0.5,2.6,-0.3999999999999986,4.0
6313,Michael Olowokandi,2002,0.0,27,0,-44.0,-1199.0,5.899999999999999,0.4000000000000004,0.3999999999999999,-0.00599999999999995,0.0,-0.00599999999999995,0.03500000000000003,0.1999999999999993,0.2,-0.2,0.4000000000000001,1.200000000000001,-0.9000000000000021,5.0
6859,Michael Olowokandi,2003,0.0,28,0,7.0,-444.0,-16.5,-2.4000000000000004,-1.1,-0.0020000000000000573,0.0,-0.0020000000000000573,-0.06700000000000006,-3.3999999999999995,-0.7000000000000001,-0.09999999999999998,-0.6000000000000001,-5.800000000000002,-0.5999999999999979,6.0
7446,Michael Olowokandi,2004,0.0,29,0,19.0,290.0,-1.8999999999999984,-0.19999999999999973,-0.10000000000000007,0.031000000000000024,0.0,0.031000000000000024,0.07700000000000007,-0.5,-0.09999999999999998,-0.2,-0.7000000000000001,-0.5999999999999996,-1.400000000000002,7.0
8014,Michael Olowokandi,2005,0.0,30,0,-14.0,-296.0,-0.5,-0.3999999999999999,-0.2,-0.010000000000000007,0.0,-0.010000000000000007,-0.15600000000000006,-0.6000000000000005,0.0,0.3,-0.20000000000000007,-0.9000000000000004,-1.0,8.0
8555,Michael Olowokandi,2006,0.0,31,0,-24.0,-685.0,-9.3,-1.4,-0.4,-0.03300000000000003,0.0,-0.03300000000000003,0.15600000000000006,-2.6,-0.3,-0.2,-0.2,-3.3,-3.6999999999999993,9.0
4807,Andrae Patterson,1999,0.0,24,3,-30.0,-264.0,-4.1,-0.6,-0.8,0.30700000000000005,0.0,0.30700000000000005,-0.778,-1.5,-0.2,-0.3,-0.2,-2.1,-9.599999999999998,2.0
4808,Ruben Patterson,1999,0.0,24,9,57.0,1953.0,19.9,3.5000000000000004,1.8000000000000005,0.124,0.27699999999999997,0.12300000000000001,-0.0179999999999999,4.1000000000000005,1.5,1.0,0.4,8.899999999999997,-4.100000000000001,2.0
5336,Ruben Patterson,2000,0.0,25,9,-5.0,-38.0,1.2000000000000028,0.5,0.5,-0.04200000000000004,-0.38799999999999996,-0.05000000000000005,-0.01100000000000012,-0.4000000000000004,0.5,0.2,0.09999999999999998,1.4000000000000004,3.4000000000000017,3.0
5845,Ruben Patterson,2001,0.0,26,9,-1.0,-294.0,-3.6000000000000014,-0.6000000000000005,-0.6000000000000001,0.02100000000000002,0.19399999999999998,0.028000000000000025,0.020000000000000014,-1.0,-0.7000000000000002,-0.2999999999999998,-0.09999999999999998,-1.8000000000000007,-1.1999999999999993,4.0
6325,Ruben Patterson,2002,0.0,27,9,3.0,-110.0,-2.3000000000000007,-1.0,-0.8,-0.02299999999999996,-0.1,-0.028000000000000025,-0.07399999999999995,-0.6000000000000001,-0.09999999999999988,-0.20000000000000007,-0.09999999999999998,-2.8999999999999986,-1.7000000000000028,5.0
6876,Ruben Patterson,2003,0.0,28,9,-5.0,-4.0,1.400000000000002,-0.5999999999999996,-0.4000000000000001,0.013999999999999957,0.016999999999999987,0.014000000000000012,-0.07400000000000008,0.3000000000000003,0.5999999999999999,0.29999999999999993,-0.10000000000000003,-1.4000000000000004,-3.6999999999999993,6.0
7458,Ruben Patterson,2004,0.0,29,9,-3.0,306.0,5.399999999999999,1.8999999999999997,1.0,0.025000000000000026,-0.08699999999999998,0.02300000000000002,0.04600000000000004,0.19999999999999973,0.10000000000000007,0.30000000000000004,0.0,4.699999999999998,3.6999999999999993,7.0
8027,Ruben Patterson,2005,0.0,30,11,1.0,-165.0,-2.8000000000000007,0.0,0.5,-0.016000000000000014,-0.003000000000000003,-0.016000000000000014,0.0020000000000000018,-0.5,-0.2,-0.3999999999999999,0.0,0.5,3.700000000000003,8.0
8566,Ruben Patterson,2006,0.0,31,9,10.0,716.0,5.800000000000002,1.3000000000000007,0.10000000000000007,0.03299999999999992,0.081,0.03400000000000003,0.039999999999999925,2.0000000000000004,1.1,0.2999999999999998,0.0,2.6,-1.900000000000002,9.0
9139,Ruben Patterson,2007,0.0,32,9,-61.0,-2181.0,-14.6,-3.9,-1.8,-0.09499999999999996,-0.158,-0.09700000000000007,-0.08299999999999996,-2.2,-2.0,-0.2999999999999998,0.10000000000000003,-9.6,-3.5999999999999983,10.0
4818,Paul Pierce,1999,0.0,22,9,25.0,951.0,1.3999999999999986,0.7999999999999998,2.0000000000000004,0.003000000000000003,-0.06900000000000006,-0.018000000000000016,0.08499999999999996,-1.0,0.6000000000000001,0.4000000000000001,-0.2,3.0,1.6999999999999993,2.0
5348,Paul Pierce,2000,0.0,23,9,9.0,537.0,2.6000000000000014,1.7000000000000002,1.7999999999999998,0.011999999999999957,0.03999999999999998,0.017000000000000015,-0.052999999999999936,1.0,0.10000000000000007,-0.4000000000000001,0.0,5.800000000000002,5.800000000000002,3.0
5853,Paul Pierce,2001,0.0,24,12,0.0,182.0,2.299999999999997,0.1999999999999993,-0.4000000000000004,-0.011999999999999957,0.02100000000000002,0.0050000000000000044,0.06400000000000006,0.5,0.10000000000000007,0.2,0.2,0.8000000000000007,-1.3000000000000007,4.0
6333,Paul Pierce,2002,0.0,25,12,-3.0,-206.0,-1.0999999999999943,-0.1999999999999993,1.2999999999999998,-0.025999999999999968,-0.10199999999999998,-0.05400000000000005,-0.007000000000000006,0.39999999999999947,1.2000000000000002,-0.09999999999999988,-0.2,-0.20000000000000284,3.9000000000000017,5.0
6889,Paul Pierce,2003,0.0,26,12,1.0,3.0,-0.5,-0.9000000000000004,-1.0999999999999996,-0.014000000000000012,-0.003000000000000003,-0.012999999999999956,0.017000000000000015,-0.7999999999999998,0.6999999999999993,-0.2,-0.10000000000000007,-2.8999999999999986,-2.700000000000003,6.0
7469,Paul Pierce,2004,0.0,27,9,2.0,-139.0,-2.6000000000000014,-0.7000000000000002,0.20000000000000015,0.052999999999999985,0.07100000000000001,0.058,0.003000000000000003,0.09999999999999963,-0.8999999999999995,0.0,-0.2,-1.3999999999999986,-3.899999999999999,7.0
8037,Paul Pierce,2005,0.0,28,9,-3.0,124.0,2.8999999999999986,1.8999999999999997,1.2000000000000002,0.016000000000000014,-0.016000000000000014,0.010000000000000007,-0.05000000000000005,0.10000000000000052,0.5,-0.20000000000000015,-0.09999999999999998,5.199999999999998,4.599999999999998,8.0
8574,Paul Pierce,2006,0.0,29,12,-32.0,-1344.0,-2.0,-0.7999999999999989,-1.1000000000000003,-0.03200000000000003,0.03500000000000003,-0.007000000000000006,0.02399999999999991,-0.7999999999999998,-0.6000000000000005,-0.3999999999999999,-0.10000000000000003,-1.8000000000000007,-0.5,9.0
9148,Paul Pierce,2007,0.0,30,9,33.0,1134.0,-1.1000000000000014,-1.5,-1.7000000000000002,0.02499999999999997,0.003000000000000003,0.027000000000000024,0.047000000000000035,-0.8000000000000007,0.4000000000000004,0.30000000000000004,0.2,-5.399999999999999,-5.899999999999999,10.0
9735,Paul Pierce,2008,0.0,31,9,1.0,161.0,1.6000000000000014,0.2999999999999998,0.6000000000000005,-0.006999999999999951,-0.0010000000000000009,-0.02100000000000002,-0.013000000000000013,0.5,-0.8999999999999999,-0.30000000000000004,-0.2,0.8999999999999986,0.5999999999999979,11.0
10326,Paul Pierce,2009,0.0,32,9,-10.0,-624.0,-3.5,-0.9000000000000004,-0.5,0.015000000000000013,0.02299999999999996,0.027000000000000024,0.02200000000000002,-1.1999999999999993,-0.5,0.2,0.10000000000000003,-2.1999999999999997,-1.599999999999998,12.0
10928,Paul Pierce,2010,0.0,33,9,9.0,363.0,0.7000000000000028,0.5,-0.4000000000000004,0.025000000000000026,-0.03999999999999998,0.016000000000000014,0.008000000000000007,1.0,0.19999999999999973,-0.2,0.2,0.5999999999999979,0.1999999999999993,13.0
11497,Paul Pierce,2011,0.0,34,9,-19.0,-699.0,-0.7000000000000028,0.20000000000000015,0.0,-0.0540000000000001,-0.008000000000000007,-0.05200000000000005,-0.008000000000000007,-0.20000000000000015,1.2000000000000002,0.10000000000000007,-0.2,0.5,4.100000000000001,14.0
12064,Paul Pierce,2012,0.0,35,9,16.0,500.0,-0.6000000000000014,-0.2999999999999998,-0.5,-0.006999999999999951,0.014000000000000012,0.003000000000000003,-0.06499999999999995,1.0999999999999996,0.2999999999999998,0.0,0.0,-0.7999999999999972,-0.7000000000000028,15.0
12671,Paul Pierce,2013,0.0,36,9,-2.0,-477.0,-5.399999999999999,-1.9000000000000004,-0.8999999999999999,0.015000000000000013,-0.007000000000000006,0.027000000000000024,0.03899999999999992,-1.7000000000000002,-2.4,0.0,0.0,-5.100000000000001,-5.0,16.0
13290,Paul Pierce,2014,0.0,37,9,-2.0,-184.0,-1.8000000000000007,-0.2999999999999998,-1.1999999999999995,-0.0040000000000000036,0.016000000000000014,0.008000000000000007,-0.04500000000000004,-0.5999999999999996,-0.3999999999999999,-0.5000000000000001,-0.10000000000000003,-1.5999999999999996,-2.5,17.0
13912,Paul Pierce,2015,0.0,38,9,-5.0,-683.0,-8.099999999999998,-1.9,-1.4,-0.08400000000000002,-0.07900000000000001,-0.08000000000000003,0.03700000000000003,-1.2999999999999998,-1.0,-0.09999999999999998,0.0,-5.800000000000002,-2.099999999999998,18.0
14496,Paul Pierce,2016,0.0,39,9,-43.0,-954.0,-7.000000000000003,-1.0,-0.4,0.03700000000000003,0.03899999999999998,0.04999999999999999,-0.04899999999999993,-0.8000000000000003,-0.6,-0.3,-0.09999999999999998,-2.8999999999999995,-3.0,19.0
4862,Brian Skinner,1999,0.0,23,3,12.0,517.0,11.2,0.5,0.30000000000000004,0.04199999999999998,0.0,0.04199999999999998,0.05600000000000005,3.6,0.3,0.0,0.7000000000000001,1.3000000000000007,-6.999999999999997,2.0
5397,Brian Skinner,2000,0.0,24,3,6.0,-191.0,-8.5,-0.5,-0.5,-0.10900000000000004,0.0,-0.10900000000000004,-0.12,-1.7999999999999998,0.2,-0.09999999999999998,-1.0,-1.3000000000000007,5.9,3.0
5905,Brian Skinner,2001,0.0,25,3,26.0,523.0,2.0,-0.20000000000000015,-0.10000000000000007,0.14499999999999996,0.0,0.14499999999999996,0.06599999999999995,0.0,-0.2,0.0,0.6000000000000001,-0.6999999999999997,-7.4,4.0
6381,Brian Skinner,2002,0.0,26,3,12.0,274.0,0.8999999999999986,1.0,0.6000000000000001,0.007000000000000117,0.0,0.007000000000000117,-0.0060000000000000045,0.5,-0.09999999999999998,0.2,-0.20000000000000007,2.6,5.199999999999998,5.0
6936,Brian Skinner,2003,0.0,27,0,-21.0,196.0,10.3,2.2,0.09999999999999988,-0.052999999999999985,0.0,-0.052999999999999985,-0.02999999999999992,2.5,0.7,-0.09999999999999998,0.4000000000000001,4.5,3.6,6.0
7518,Brian Skinner,2004,0.0,28,1,-7.0,-636.0,-9.0,-2.5,-0.8999999999999999,0.009999999999999952,0.0,0.009999999999999952,-0.215,-1.5999999999999996,0.0,0.09999999999999998,-0.10000000000000007,-5.7,-5.699999999999998,7.0
8088,Brian Skinner,2005,0.0,29,4,16.0,3.0,-4.699999999999998,-0.8,-0.09999999999999998,0.0060000000000000045,0.0,0.0060000000000000045,0.125,-2.2,-0.4,-0.2,-0.30000000000000004,-1.9,-1.5999999999999996,8.0
8627,Brian Skinner,2006,0.0,30,3,2.0,579.0,8.2,0.5999999999999999,0.29999999999999993,-0.02300000000000002,0.0,-0.02300000000000002,0.10000000000000003,2.2,0.4,-0.10000000000000003,0.30000000000000004,1.5000000000000004,-0.5999999999999996,9.0
9196,Brian Skinner,2007,0.0,31,0,-1.0,-679.0,-9.9,-0.5,-0.2,-0.02499999999999997,0.667,-0.020000000000000014,-0.05800000000000005,-2.1,-0.7,0.0,0.2,-1.1000000000000003,3.1999999999999997,10.0
9805,Brian Skinner,2008,0.0,32,3,-15.0,-1.0,3.6999999999999993,0.4000000000000001,0.09999999999999998,-0.016000000000000014,-0.667,-0.020999999999999963,0.114,0.3999999999999999,0.3,0.0,-0.2,0.9000000000000004,0.5,11.0
10378,Brian Skinner,2009,0.0,33,3,-35.0,-720.0,-8.8,-1.2000000000000002,-0.2,-0.04899999999999999,0.0,-0.04899999999999999,0.112,-2.3,-0.5,-0.09999999999999998,-0.7,-2.6,-1.4000000000000004,12.0
10979,Brian Skinner,2010,0.0,34,0,-14.0,-117.0,-4.7,-0.6,-0.4,-0.4,0.0,-0.4,-0.75,-1.7,0.0,-0.2,-0.3,-1.6,-13.1,13.0
11536,Brian Skinner,2011,0.0,35,0,-1.0,-2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.3,14.0
4870,Ryan Stack,1999,0.0,24,3,7.0,-1.0,-3.1999999999999997,-0.10000000000000007,-0.4000000000000001,-0.044999999999999984,0.0,-0.044999999999999984,-0.2829999999999999,-0.09999999999999988,-0.09999999999999998,0.1,-0.2,-0.5,4.1,2.0
4875,Vladimir Stepania,1999,0.0,23,0,7.0,-111.0,-6.9,-1.2999999999999998,-0.30000000000000004,-0.05699999999999994,0.0,-0.05699999999999994,-0.052999999999999985,-1.6999999999999995,-0.4,-0.10000000000000003,-0.6,-3.0,0.1999999999999993,2.0
5410,Vladimir Stepania,2000,0.0,24,0,-1.0,78.0,2.9999999999999987,0.0,0.30000000000000004,-0.04900000000000005,0.25,-0.04300000000000004,0.263,2.2,0.5,0.0,0.0,0.2999999999999998,-5.699999999999998,3.0
5922,Vladimir Stepania,2001,0.0,25,0,38.0,604.0,3.5,0.7,-0.20000000000000007,0.15199999999999994,0.25,0.14800000000000002,-0.25399999999999995,0.20000000000000015,-0.4,0.10000000000000003,0.29999999999999993,1.5,-1.1000000000000014,4.0
6390,Vladimir Stepania,2002,0.0,26,0,12.0,710.0,7.0,0.5999999999999999,0.20000000000000007,-0.036999999999999984,-0.5,-0.039000000000000035,0.04899999999999999,3.0,0.09999999999999998,0.2,-0.2,1.2999999999999998,-2.3000000000000007,5.0
6947,Vladimir Stepania,2003,0.0,27,0,-37.0,-1141.0,-9.4,-1.2999999999999998,-0.4,-0.01599999999999996,0.0,-0.01599999999999996,0.08099999999999996,-4.0,0.2,-0.3,-0.09999999999999998,-3.0,-1.9999999999999984,6.0
4880,Peja Stojakovic,1999,0.0,22,9,26.0,724.0,2.200000000000003,1.4,0.5,0.07,0.054999999999999986,0.06300000000000006,0.031000000000000024,0.7000000000000002,-0.10000000000000007,-0.20000000000000007,0.0,3.5,1.6999999999999993,2.0
5415,Peja Stojakovic,2000,0.0,23,9,1.0,1156.0,15.1,3.2,1.8,0.02200000000000002,0.025000000000000026,0.014000000000000012,-0.026000000000000027,2.1,0.8000000000000003,0.5,0.1,8.499999999999998,1.599999999999998,3.0
5927,Peja Stojakovic,2001,0.0,24,9,-4.0,-256.0,-1.4000000000000057,0.20000000000000015,0.3999999999999999,0.014000000000000012,0.016000000000000014,0.010000000000000007,0.01999999999999991,-0.5,0.2999999999999998,-0.09999999999999988,0.0,0.8000000000000007,0.8000000000000007,4.0
6394,Peja Stojakovic,2002,0.0,25,9,1.0,-199.0,-3.299999999999997,-0.7999999999999998,-0.7999999999999998,-0.0029999999999999467,-0.03400000000000003,0.015000000000000013,-0.00099999999999989,0.20000000000000015,-0.5,-0.10000000000000007,-0.1,-2.0,-0.6999999999999993,5.0
6954,Peja Stojakovic,2003,0.0,26,9,9.0,814.0,6.299999999999998,1.299999999999999,1.7000000000000002,-0.0010000000000000564,0.05099999999999999,0.010000000000000007,0.05200000000000005,0.7999999999999998,0.10000000000000007,0.30000000000000004,0.1,5.0,1.3999999999999986,6.0
7539,Peja Stojakovic,2004,0.0,27,9,-15.0,-730.0,-1.8999999999999984,-1.3999999999999997,-1.1000000000000003,-0.035999999999999976,-0.03099999999999997,-0.03600000000000003,-0.007000000000000006,-2.0,0.0,-0.10000000000000007,0.0,-4.099999999999998,-2.1999999999999997,7.0
8104,Peja Stojakovic,2005,0.0,28,9,5.0,67.0,-1.7999999999999972,-0.5,-0.3999999999999999,-0.006999999999999951,-0.0010000000000000009,-0.013000000000000013,-0.0050000000000000044,1.5,-0.20000000000000015,-0.6,-0.1,-1.900000000000002,0.3000000000000007,8.0
8643,Peja Stojakovic,2006,0.0,29,9,-58.0,-2176.0,-3.899999999999999,0.10000000000000052,-1.0,-0.014000000000000068,0.0040000000000000036,-0.007000000000000006,-0.09900000000000007,-1.5999999999999996,-1.1,0.0,0.2,-0.3999999999999986,2.8999999999999986,9.0
9211,Peja Stojakovic,2007,0.0,30,9,64.0,2286.0,2.5,-0.5,-0.7,0.017000000000000015,0.035999999999999976,0.04200000000000004,0.1130000000000001,0.09999999999999963,0.3999999999999999,0.09999999999999998,-0.2,-1.400000000000002,-5.199999999999998,10.0
9819,Peja Stojakovic,2008,0.0,31,9,-16.0,-622.0,-1.0,-1.2000000000000002,-0.2,-0.041000000000000036,-0.06300000000000006,-0.05200000000000005,-0.03500000000000003,0.0,0.0,0.20000000000000007,-0.1,-3.0999999999999983,-0.8999999999999986,11.0
10390,Peja Stojakovic,2009,0.0,32,9,1.0,-142.0,-2.8000000000000043,-0.20000000000000015,0.0,0.0050000000000000044,-0.0029999999999999467,0.0,0.003000000000000003,-0.5999999999999996,0.30000000000000004,-0.09999999999999998,0.1,-0.7000000000000011,-0.1999999999999993,12.0
10996,Peja Stojakovic,2010,0.0,33,9,-29.0,-1330.0,-12.7,-1.5,-0.8,0.03700000000000003,0.043999999999999984,0.06600000000000006,0.02300000000000002,-1.4000000000000004,-0.6,-0.4,0.0,-4.1,0.7999999999999972,13.0
4886,Bruno Sundov,1999,0.0,19,0,11.0,50.0,0.7000000000000002,0.20000000000000007,0.1,0.10099999999999998,0.0,0.10099999999999998,1.0,0.9,-0.2,0.1,0.1,0.5999999999999999,-7.399999999999999,2.0
5427,Bruno Sundov,2000,0.0,20,0,-3.0,59.0,6.5,0.9,0.2,0.10099999999999998,0.0,0.10099999999999998,-0.4,1.2000000000000002,0.1,0.1,0.30000000000000004,2.0,-8.0,3.0
5932,Bruno Sundov,2001,0.0,21,0,11.0,-32.0,-6.9,-1.1,-0.3,-0.08799999999999998,0.0,-0.08799999999999998,-0.6,-1.1,-0.1,-0.1,-0.30000000000000004,-2.4,5.100000000000001,4.0
6400,Bruno Sundov,2002,0.0,22,0,4.0,50.0,1.2999999999999998,-0.2,0.0,-0.15000000000000002,0.25,-0.114,0.0,0.10000000000000007,0.2,0.1,0.0,-0.30000000000000004,-0.9000000000000021,5.0
6961,Bruno Sundov,2003,0.0,23,0,-21.0,-105.0,1.2999999999999998,0.30000000000000004,0.6,0.15000000000000002,-0.25,0.114,0.5,0.8999999999999999,-0.09999999999999998,-0.2,-0.1,1.0000000000000002,-0.8999999999999986,6.0
7545,Bruno Sundov,2004,0.0,24,0,16.0,40.0,-3.1,-0.30000000000000004,-0.5,-0.10300000000000004,0.333,-0.08900000000000002,0.5,-1.4,-0.1,0.1,0.1,-1.0000000000000002,6.099999999999998,7.0
4903,Robert Traylor,1999,0.0,22,3,-5.0,-339.0,-5.800000000000002,-0.9000000000000001,0.0,-0.06200000000000005,0.0,-0.06200000000000005,0.06500000000000006,-1.1,-0.30000000000000004,-0.30000000000000004,-0.30000000000000004,-1.6999999999999995,0.9000000000000021,2.0
5440,Robert Traylor,2000,0.0,23,0,26.0,765.0,7.100000000000001,0.9999999999999998,0.20000000000000007,0.022000000000000075,0.0,0.022000000000000075,-0.03599999999999992,1.6999999999999995,0.4,0.09999999999999998,0.5000000000000001,2.1,0.1999999999999993,3.0
5943,Robert Traylor,2001,0.0,24,3,-9.0,-534.0,-6.200000000000001,-0.8999999999999999,-0.20000000000000007,-0.07100000000000006,1.0,-0.06800000000000006,0.06399999999999995,-1.1999999999999995,-0.30000000000000004,-0.29999999999999993,-0.5000000000000001,-2.0,1.3000000000000007,4.0
6414,Robert Traylor,2002,0.0,25,0,8.0,173.0,1.200000000000001,0.10000000000000007,-0.09999999999999998,0.01699999999999996,-0.667,0.016000000000000014,0.017000000000000015,0.6999999999999997,0.09999999999999998,0.29999999999999993,-0.09999999999999998,0.19999999999999973,-1.6999999999999993,5.0
6979,Robert Traylor,2003,0.0,26,0,2.0,91.0,1.0,0.5,0.2,0.06200000000000005,0.06700000000000006,0.064,-0.10099999999999998,-0.09999999999999963,-0.09999999999999998,-0.2,0.0,1.1999999999999995,2.0,6.0
7569,Robert Traylor,2004,0.0,27,0,3.0,385.0,4.599999999999998,0.3999999999999999,-0.30000000000000004,-0.061,-0.4,-0.065,-0.008000000000000007,0.7999999999999998,0.20000000000000007,0.2,0.2,0.4000000000000004,-2.0,7.0
4923,Bonzi Wells,1999,0.0,23,9,59.0,1127.0,12.6,2.0,0.2,-0.058,0.04400000000000004,-0.06199999999999994,0.23800000000000004,1.4999999999999998,1.1,0.9,0.1,4.4,-19.2,2.0
5460,Bonzi Wells,2000,0.0,24,9,9.0,833.0,9.0,1.6,0.8,0.04099999999999987,-0.036999999999999984,0.03200000000000003,-0.019000000000000128,2.1000000000000005,1.2999999999999998,0.30000000000000004,0.09999999999999998,3.899999999999999,-1.8999999999999984,3.0
5965,Bonzi Wells,2001,0.0,25,12,-1.0,353.0,5.099999999999998,1.3999999999999997,0.7999999999999998,-0.06399999999999995,0.043999999999999984,-0.04500000000000004,0.07800000000000007,1.0999999999999996,0.0,0.2,0.0,4.300000000000002,3.0999999999999983,4.0
6435,Bonzi Wells,2002,0.0,26,12,1.0,48.0,0.1999999999999993,-0.7999999999999998,0.10000000000000007,-0.02799999999999997,-0.09200000000000004,-0.03899999999999998,-0.019000000000000017,-0.7000000000000002,0.5,0.10000000000000007,-0.09999999999999998,-1.8000000000000007,-0.5,5.0
7016,Bonzi Wells,2003,0.0,27,12,-3.0,-524.0,-5.899999999999999,-0.7999999999999998,-1.1,-0.013999999999999957,0.027000000000000024,-0.02100000000000002,0.03200000000000003,-1.6999999999999995,-1.4,-0.30000000000000004,0.09999999999999998,-2.8999999999999986,0.6000000000000014,6.0
7603,Bonzi Wells,2004,0.0,28,12,-3.0,-383.0,-4.399999999999999,-1.1,0.10000000000000007,0.013999999999999957,0.027000000000000024,0.029999999999999968,-0.0040000000000000036,-0.3000000000000003,-0.7,-0.10000000000000007,0.10000000000000003,-1.9000000000000004,-1.5,7.0
8169,Bonzi Wells,2005,0.0,29,12,-17.0,195.0,10.799999999999995,1.6,0.5,0.021999999999999964,-0.12400000000000005,0.0010000000000000564,-0.07099999999999995,4.4,1.6,0.6000000000000001,0.09999999999999998,3.1999999999999997,-2.6000000000000014,8.0
8689,Bonzi Wells,2006,0.0,30,9,-24.0,-1094.0,-11.299999999999995,-2.5,-0.8999999999999999,-0.051999999999999935,-0.07899999999999999,-0.05800000000000005,-0.11800000000000001,-3.4000000000000004,-1.6999999999999995,-0.9,0.0,-5.8,1.3000000000000007,9.0
9269,Bonzi Wells,2007,0.0,31,12,45.0,972.0,0.2999999999999972,0.5,0.3999999999999999,0.03199999999999992,0.09699999999999998,0.03999999999999998,0.08199999999999996,0.20000000000000015,0.2,0.09999999999999998,-0.09999999999999998,1.2999999999999998,-1.0,10.0
4928,Jahidi White,1999,0.0,23,0,60.0,1346.0,9.6,2.0,0.5999999999999999,-0.024000000000000018,0.0,-0.024000000000000018,0.10700000000000004,4.0,0.1,0.2,0.4,4.6,3.0999999999999983,2.0
5463,Jahidi White,2000,0.0,24,0,-12.0,72.0,4.5,0.10000000000000007,1.2000000000000002,-0.009000000000000008,0.0,-0.009000000000000008,0.031000000000000024,0.7999999999999998,0.09999999999999998,0.09999999999999998,0.6000000000000001,1.5,0.5,3.0
5967,Jahidi White,2001,0.0,25,0,3.0,-263.0,-4.699999999999998,-0.8999999999999999,-1.4,0.039999999999999925,0.0,0.039999999999999925,-0.028000000000000025,-1.4000000000000004,-0.09999999999999998,-0.09999999999999998,-0.5,-3.1999999999999997,-4.799999999999999,4.0
6438,Jahidi White,2002,0.0,26,0,-55.0,-1116.0,-4.6,-0.5,-0.09999999999999988,-0.06599999999999989,0.0,-0.06599999999999989,0.141,-1.7000000000000002,-0.1,-0.30000000000000004,-0.30000000000000004,-1.2000000000000002,0.9000000000000004,5.0
7022,Jahidi White,2003,0.0,27,0,46.0,635.0,-0.4000000000000004,0.0,-0.10000000000000007,0.04899999999999999,0.0,0.04899999999999999,-0.18000000000000005,-0.39999999999999947,0.0,0.30000000000000004,0.0,0.0,1.3000000000000007,6.0
7612,Jahidi White,2004,0.0,28,0,-45.0,-730.0,-6.1,-0.8,-0.2,-0.069,0.0,-0.069,-0.15000000000000002,-2.2,0.0,-0.30000000000000004,-0.10000000000000007,-1.7000000000000002,3.3000000000000007,7.0
4933,Jason Williams,1999,0.0,24,6,31.0,955.0,-2.0,-0.09999999999999963,0.0,-0.0010000000000000009,-0.02300000000000002,-0.007000000000000062,0.0010000000000000009,-0.3000000000000003,1.2999999999999998,-0.5,0.1,-0.5,1.1999999999999993,2.0
5468,Jason Williams,2000,0.0,25,6,-4.0,-470.0,-4.400000000000002,-0.8999999999999999,-0.8,0.03400000000000003,0.028000000000000025,0.030000000000000027,0.03600000000000003,-0.3999999999999999,-1.8999999999999997,-0.2,0.0,-2.9000000000000004,-3.3000000000000007,3.0
5973,Jason Williams,2001,0.0,26,6,-12.0,-54.0,4.699999999999998,2.2,0.3999999999999999,-0.025000000000000026,-0.020000000000000014,-0.031999999999999966,0.003000000000000003,0.6000000000000001,2.6,0.5,0.0,5.4,8.3,4.0
6452,Jason Williams,2002,0.0,27,6,11.0,171.0,-2.6999999999999997,-1.3999999999999997,0.2,0.00599999999999995,0.059000000000000004,0.025000000000000026,0.04799999999999993,-0.20000000000000015,0.3000000000000007,-0.5,0.0,-2.700000000000001,-5.0,5.0
7035,Jason Williams,2003,0.0,28,6,-4.0,-292.0,-2.3000000000000007,-0.4000000000000004,-0.2999999999999998,0.019000000000000072,-0.02399999999999997,0.01999999999999996,-0.002999999999999892,-0.7999999999999998,-1.5000000000000009,0.10000000000000007,0.0,-1.1999999999999993,-1.3000000000000007,6.0
7626,Jason Williams,2004,0.0,29,6,-1.0,-163.0,-1.8999999999999984,-0.2999999999999998,0.0,0.00599999999999995,-0.0060000000000000045,0.0050000000000000044,-0.04500000000000004,-0.30000000000000004,-1.2000000000000002,-0.2,0.0,-0.8000000000000007,0.8000000000000007,7.0
