,Player,Season,MIPFlag,Age,Pos,G,MP,MP_per_game,FG,FT,FG_Perc,3P_Perc,eFG_Perc,FT_Perc,TRB,AST,STL,BLK,PS_per_game,USG_Perc,year_no
2065,Brad Lohaus,1994,0.0,30,3,-6.0,-232.0,-2.4000000000000004,0.10000000000000007,-0.09999999999999998,0.057,0.06300000000000006,0.11100000000000004,-0.02299999999999991,-0.5000000000000002,-0.20000000000000007,-0.10000000000000003,-0.4,0.4000000000000004,0.3000000000000007,5.0
2547,Brad Lohaus,1995,0.0,31,3,-6.0,-132.0,-1.0999999999999996,-0.30000000000000004,-0.1,-0.013999999999999957,0.011999999999999957,-0.0050000000000000044,0.133,-0.5,0.10000000000000007,-0.09999999999999998,-0.10000000000000003,-0.8000000000000003,-1.0000000000000018,6.0
3121,Brad Lohaus,1996,0.0,32,3,-49.0,-553.0,-3.4000000000000004,-0.6000000000000001,-0.1,-0.139,-0.13199999999999995,-0.21800000000000008,-0.8,0.0,-0.6000000000000001,0.0,-0.3,-1.9,0.8000000000000007,7.0
3666,Brad Lohaus,1997,0.0,33,3,3.0,57.0,3.8000000000000007,0.10000000000000007,0.1,0.06599999999999995,0.0,0.09600000000000004,0.333,0.10000000000000007,0.4,-0.1,0.2,0.4000000000000001,-4.300000000000002,8.0
690,Grant Long,1991,0.0,25,3,2.0,549.0,6.0,1.9000000000000004,1.7000000000000002,0.0019999999999999467,0.10600000000000004,0.0050000000000000044,0.020000000000000014,1.3000000000000007,0.5,0.2,0.0,5.600000000000001,3.8000000000000007,2.0
1132,Grant Long,1992,0.0,26,3,-6.0,-335.0,-1.5,-0.20000000000000015,-0.6000000000000001,-0.025000000000000026,-0.04200000000000001,-0.025999999999999968,-0.04200000000000004,-0.9000000000000004,-0.3000000000000003,-0.30000000000000004,-0.09999999999999998,-0.8000000000000007,0.8999999999999986,3.0
1615,Grant Long,1993,0.0,27,3,-7.0,-527.0,-4.0,-0.9000000000000004,-0.6999999999999997,-0.02299999999999996,-0.06400000000000003,-0.025000000000000026,0.02099999999999991,-0.2999999999999998,0.10000000000000007,-0.09999999999999988,0.0,-2.6,-0.3000000000000007,4.0
2066,Grant Long,1994,0.0,28,3,12.0,440.0,0.7000000000000028,-0.09999999999999963,0.2999999999999998,0.031999999999999966,0.188,0.03799999999999998,-0.03500000000000003,0.2999999999999998,-0.8999999999999999,0.0,0.0,0.1999999999999993,-0.3000000000000007,5.0
2550,Grant Long,1995,0.0,29,3,1.0,367.0,4.100000000000001,0.5999999999999996,0.10000000000000007,-0.006999999999999951,0.0050000000000000044,0.0050000000000000044,0.012000000000000122,2.1,0.6000000000000001,0.0,0.0,1.5,-0.2999999999999972,6.0
3122,Grant Long,1996,0.0,30,3,-17.0,-1842.0,-18.800000000000004,-2.9,-2.1,-0.024000000000000018,0.0020000000000000573,-0.012000000000000009,-0.013000000000000013,-6.199999999999998,-1.6,-0.6000000000000001,-0.30000000000000004,-8.1,-1.8000000000000007,7.0
3667,Grant Long,1997,0.0,31,3,-25.0,-427.0,0.6000000000000014,-0.5999999999999999,0.0,-0.01999999999999996,-0.362,-0.050999999999999934,-0.03099999999999992,0.3999999999999999,0.0,0.0,0.2,-1.5,-5.0,8.0
4209,Grant Long,1998,0.0,32,3,10.0,641.0,9.1,1.7,2.7,-0.0060000000000000045,0.16699999999999998,-0.0020000000000000573,0.06399999999999982,2.1000000000000005,0.5000000000000001,0.4000000000000001,0.0,6.300000000000002,8.0,9.0
4727,Grant Long,1999,0.0,33,3,-8.0,-460.0,-5.700000000000002,-1.2,-2.4000000000000004,0.02199999999999991,-0.16699999999999998,0.01799999999999996,-0.007999999999999896,-0.3000000000000007,-0.10000000000000007,0.0,-0.09999999999999998,-5.000000000000001,-6.100000000000001,10.0
5222,Grant Long,2000,0.0,34,3,24.0,587.0,0.9000000000000021,0.30000000000000004,0.3999999999999999,-0.003999999999999948,0.267,0.0020000000000000573,-0.06200000000000005,-1.3999999999999997,0.30000000000000004,0.0,0.0,1.2000000000000002,1.4000000000000004,11.0
5754,Grant Long,2001,0.0,35,3,0.0,361.0,5.5,0.3999999999999999,-0.3999999999999999,-0.013000000000000013,-0.091,-0.015000000000000013,-0.0139999999999999,-0.7000000000000002,0.8,-0.10000000000000007,0.0,0.2999999999999998,-0.4000000000000004,12.0
6240,Grant Long,2002,0.0,36,3,-25.0,-1380.0,-16.4,-1.8,-0.9,-0.03999999999999998,-0.17600000000000002,-0.043999999999999984,0.08399999999999985,-1.5,-1.5,-0.8,-0.2,-4.5,-3.799999999999999,13.0
3123,John Long,1996,0.0,40,12,7.0,114.0,1.4000000000000004,0.0,-0.2,-0.019000000000000072,0.020000000000000014,0.020000000000000014,-0.06699999999999995,0.0,0.0,-0.10000000000000003,0.0,0.20000000000000015,-0.3999999999999986,2.0
1138,Rick Mahorn,1992,0.0,34,3,-6.0,-1362.0,-15.9,-1.9,-1.2,0.0050000000000000044,0.333,0.006999999999999951,0.012000000000000122,-4.0,-1.1,-0.7,-0.29999999999999993,-5.0,-1.6999999999999993,2.0
1626,Rick Mahorn,1993,0.0,35,3,-46.0,-851.0,-6.5,-0.5999999999999999,-0.7,0.01699999999999996,-0.333,0.015000000000000013,-0.15000000000000002,-1.9,-0.2,-0.2,-0.2,-1.7999999999999998,-0.8000000000000007,3.0
2075,Rick Mahorn,1994,0.0,36,3,30.0,404.0,2.8000000000000007,0.5999999999999999,0.2,0.03400000000000003,0.333,0.03700000000000003,0.1459999999999999,0.8999999999999999,0.2,0.1,0.0,1.2999999999999998,2.700000000000001,4.0
2556,Rick Mahorn,1995,0.0,37,0,-8.0,-180.0,-1.9000000000000004,-0.4999999999999999,0.0,-0.171,-0.333,-0.174,-0.07299999999999995,-0.5999999999999996,-0.10000000000000003,0.09999999999999998,0.09999999999999998,-1.0,2.4000000000000004,5.0
3128,Rick Mahorn,1996,0.0,38,0,-28.0,-232.0,0.9000000000000004,0.0,0.0,0.01799999999999996,0.0,0.01799999999999996,0.0040000000000000036,0.19999999999999973,0.0,-0.09999999999999998,-0.2,0.10000000000000007,-0.10000000000000142,6.0
3673,Rick Mahorn,1997,0.0,39,0,37.0,489.0,2.1,0.09999999999999998,-0.29999999999999993,0.08700000000000002,0.0,0.08700000000000002,-0.05100000000000005,0.8999999999999999,0.0,0.0,0.0,-0.10000000000000007,-4.799999999999999,7.0
4219,Rick Mahorn,1998,0.0,40,3,-43.0,-580.0,-4.1,-0.7,-0.2,-0.179,0.0,-0.179,-0.30099999999999993,-1.9,-0.2,0.09999999999999998,0.0,-1.6,-2.1,8.0
694,Dan Majerle,1991,0.0,26,9,5.0,572.0,5.199999999999996,1.5,-0.10000000000000007,-0.0060000000000000045,0.03300000000000003,0.014000000000000012,-0.0060000000000001155,0.5,0.5,0.20000000000000015,0.0,3.700000000000001,1.1999999999999993,2.0
1139,Dan Majerle,1992,0.0,27,12,0.0,346.0,4.200000000000003,-0.5,-0.2999999999999998,-0.014000000000000012,-0.0010000000000000009,0.025000000000000026,0.02200000000000013,-1.2000000000000002,0.5,0.09999999999999988,-0.09999999999999998,-0.4000000000000021,-3.0,3.0
1627,Dan Majerle,1993,0.0,28,12,-2.0,8.0,1.1000000000000014,-0.20000000000000015,-0.2999999999999998,-0.04599999999999999,0.0010000000000000009,-0.038000000000000034,-0.03899999999999992,-0.2999999999999998,-0.3999999999999999,-0.09999999999999988,0.09999999999999998,-0.3999999999999986,0.6999999999999993,4.0
2076,Dan Majerle,1994,0.0,29,9,2.0,-116.0,-2.3999999999999986,-0.7000000000000002,0.2999999999999998,0.007000000000000006,-0.019000000000000017,0.018000000000000016,-0.009000000000000119,0.1999999999999993,0.6999999999999997,-0.4000000000000001,0.0,-0.9000000000000004,-0.3999999999999986,5.0
2557,Dan Majerle,1995,0.0,30,9,0.0,-724.0,-8.800000000000004,-1.5999999999999996,-1.0,-0.01999999999999996,-0.010000000000000007,-0.018000000000000016,-0.020000000000000014,-0.8999999999999995,-1.4999999999999996,-0.2,-0.09999999999999998,-5.0,1.8999999999999984,6.0
3129,Dan Majerle,1996,0.0,31,9,-46.0,-1103.0,6.200000000000002,0.19999999999999973,-0.3999999999999999,0.0010000000000000009,-0.015000000000000013,0.0010000000000000009,-0.03200000000000003,0.7999999999999998,0.6000000000000001,0.5,0.0,0.20000000000000107,-3.8000000000000007,7.0
3674,Dan Majerle,1997,0.0,32,12,36.0,664.0,-8.3,-1.2999999999999998,-0.5000000000000001,0.012999999999999956,0.038000000000000034,0.04200000000000004,0.1060000000000001,-0.7999999999999998,-1.0,-0.6,-0.2,-3.6000000000000005,-3.0,8.0
4220,Dan Majerle,1998,0.0,33,12,-24.0,-304.0,6.9999999999999964,-0.10000000000000007,0.09999999999999998,-0.02299999999999996,-0.04099999999999998,-0.03600000000000003,-0.06699999999999995,0.5999999999999996,0.8999999999999999,-0.09999999999999998,-0.1,-0.20000000000000015,-1.299999999999999,9.0
4736,Dan Majerle,1999,0.0,34,12,21.0,684.0,-0.3999999999999986,0.0,0.10000000000000007,0.006999999999999951,0.027000000000000024,0.02299999999999991,0.09499999999999996,0.5,-0.10000000000000007,0.5,0.1,0.2999999999999998,-1.0,10.0
5234,Dan Majerle,2000,0.0,35,12,-16.0,-1002.0,-8.799999999999997,-0.8999999999999999,-0.10000000000000007,-0.06699999999999995,-0.047000000000000035,-0.08699999999999991,0.0059999999999998934,-1.6999999999999995,-1.3,-0.30000000000000004,0.09999999999999998,-2.3,1.1999999999999993,11.0
5763,Dan Majerle,2001,0.0,36,12,12.0,-126.0,-6.400000000000002,-0.10000000000000007,-0.29999999999999993,0.006999999999999951,0.02100000000000002,0.032999999999999974,-0.228,-0.3999999999999999,-0.30000000000000004,-0.30000000000000004,-0.09999999999999998,-0.4000000000000004,1.3000000000000007,12.0
695,Jeff Malone,1991,0.0,30,12,12.0,456.0,0.3999999999999986,0.9000000000000004,-0.09999999999999963,0.003000000000000003,-0.08399999999999998,0.003000000000000003,-0.019000000000000017,-0.10000000000000007,0.10000000000000007,0.0,0.0,1.599999999999998,1.3999999999999986,2.0
1140,Jeff Malone,1992,0.0,31,12,-2.0,-364.0,-3.700000000000003,-1.0,-0.20000000000000015,-0.017000000000000015,0.24999999999999994,-0.016000000000000014,-0.04600000000000004,-0.6999999999999997,-0.6000000000000001,-0.2,0.0,-2.099999999999998,0.5,3.0
1628,Jeff Malone,1993,0.0,32,12,-2.0,2.0,0.8000000000000043,-0.7000000000000002,-0.2999999999999998,-0.008000000000000007,0.25,-0.0060000000000000045,-0.02200000000000002,0.3999999999999999,0.0,0.0,0.0,-1.7000000000000028,-2.5,4.0
2077,Jeff Malone,1994,0.0,33,12,-58.0,-1900.0,1.5,0.7999999999999998,0.0,0.02100000000000002,-0.19,0.03700000000000003,0.034000000000000134,0.2999999999999998,-0.10000000000000007,0.30000000000000004,-0.1,2.0,1.0,5.0
2558,Jeff Malone,1995,0.0,34,12,13.0,-150.0,-18.800000000000004,-5.199999999999998,-1.8000000000000005,-0.11300000000000004,-0.07999999999999996,-0.11900000000000001,0.04199999999999982,-1.6,-0.7,-0.30000000000000004,0.0,-12.599999999999998,-2.799999999999997,6.0
696,Karl Malone,1991,0.0,28,3,-1.0,-248.0,-2.5999999999999943,-0.4000000000000004,0.0,-0.0010000000000000009,-0.11,-0.0010000000000000009,0.008000000000000007,-0.6000000000000014,-0.2999999999999998,0.2,-0.4,-1.0,0.1999999999999993,2.0
1141,Karl Malone,1992,0.0,29,3,1.0,45.0,0.09999999999999433,-0.20000000000000107,-0.8000000000000007,0.026000000000000027,0.023999999999999997,0.026999999999999916,-0.038000000000000034,0.0,0.7999999999999998,0.2,0.4,-1.0,-1.900000000000002,3.0
1631,Karl Malone,1993,0.0,30,3,0.0,230.0,2.8000000000000043,-0.2999999999999989,-1.2999999999999998,-0.054999999999999986,0.04999999999999999,-0.05399999999999994,-0.04599999999999993,0.3000000000000007,0.20000000000000015,0.0,0.5,-1.8000000000000007,-0.3999999999999986,4.0
2078,Karl Malone,1994,0.0,31,3,0.0,-203.0,-2.5,0.6999999999999993,0.09999999999999963,0.03899999999999998,0.018000000000000016,0.040000000000000036,0.04799999999999993,-0.9000000000000004,-0.5,0.10000000000000007,-0.5,1.5,2.3000000000000007,5.0
2561,Karl Malone,1995,0.0,32,3,0.0,-13.0,-0.10000000000000142,-0.5,-0.09999999999999963,-0.017000000000000015,0.132,-0.016000000000000014,-0.019000000000000017,-0.7999999999999989,0.7000000000000002,0.09999999999999988,-0.30000000000000004,-1.0,-0.5,6.0
3130,Karl Malone,1996,0.0,33,3,0.0,-115.0,-1.3999999999999986,0.9000000000000004,0.20000000000000015,0.031000000000000024,-0.4,0.026000000000000027,0.03200000000000003,0.09999999999999963,0.2999999999999998,-0.30000000000000004,-0.09999999999999998,1.6999999999999993,2.9000000000000017,7.0
3675,Karl Malone,1997,0.0,34,3,-1.0,32.0,0.7999999999999972,-0.9000000000000004,1.3999999999999997,-0.020000000000000014,0.333,-0.019000000000000017,0.0059999999999998934,0.4000000000000004,-0.6000000000000001,-0.2,0.30000000000000004,-0.3999999999999986,-0.9000000000000021,8.0
4221,Karl Malone,1998,0.0,35,3,-32.0,-1198.0,0.0,-1.5999999999999996,-0.09999999999999963,-0.03700000000000003,-0.333,-0.038000000000000034,0.027000000000000024,-0.9000000000000004,0.19999999999999973,0.10000000000000007,-0.30000000000000004,-3.1999999999999997,-1.3000000000000007,9.0
4737,Karl Malone,1999,0.0,36,3,33.0,1115.0,-1.5,1.1999999999999993,-0.5,0.016000000000000014,0.25,0.017000000000000015,0.009000000000000119,0.09999999999999963,-0.39999999999999947,-0.30000000000000004,0.30000000000000004,1.6999999999999993,1.3999999999999986,10.0
5235,Karl Malone,2000,0.0,37,3,-1.0,-52.0,-0.19999999999999574,-0.8999999999999986,-0.6000000000000005,-0.01100000000000001,0.15000000000000002,-0.01100000000000001,-0.004000000000000115,-1.1999999999999993,0.7999999999999998,0.10000000000000007,-0.09999999999999998,-2.3000000000000007,-1.8999999999999984,11.0
5764,Karl Malone,2001,0.0,38,3,-1.0,145.0,2.299999999999997,-0.4000000000000004,-0.1999999999999993,-0.04400000000000004,-0.040000000000000036,-0.04199999999999998,0.004000000000000115,0.2999999999999989,-0.20000000000000015,0.7999999999999998,-0.10000000000000007,-0.8000000000000007,-1.1999999999999993,12.0
6248,Karl Malone,2002,0.0,39,3,1.0,-104.0,-1.7999999999999972,-0.6000000000000005,-0.5,0.008000000000000063,-0.146,0.00599999999999995,-0.03400000000000003,-0.7999999999999998,0.4000000000000004,-0.2,-0.29999999999999993,-1.7999999999999972,-1.0,13.0
6780,Karl Malone,2003,0.0,40,3,-39.0,-1563.0,-3.5,-2.7,-1.9000000000000004,0.020999999999999963,-0.214,0.020000000000000014,-0.016000000000000014,0.8999999999999995,-0.8000000000000003,-0.5,0.09999999999999998,-7.400000000000002,-8.100000000000001,14.0
697,Moses Malone,1991,0.0,36,0,0.0,599.0,7.300000000000002,2.0000000000000004,1.0,0.0060000000000000045,0.375,0.007000000000000006,-0.04500000000000004,1.0,0.30000000000000004,0.5,-0.09999999999999998,5.0,2.3000000000000007,2.0
1142,Moses Malone,1992,0.0,37,0,-71.0,-2407.0,-21.1,-4.2,-2.6,-0.16399999999999998,-0.375,-0.16499999999999998,-0.0119999999999999,-4.9,-0.5000000000000001,-0.8,-0.10000000000000007,-11.1,5.400000000000002,3.0
1632,Moses Malone,1993,0.0,38,0,44.0,514.0,1.6999999999999993,0.7,-0.6000000000000001,0.13,0.0,0.13,-0.0050000000000000044,-0.10000000000000052,0.0,0.1,-0.4,0.7999999999999998,-3.0,4.0
2079,Moses Malone,1994,0.0,39,0,-38.0,-469.0,-2.3999999999999986,-1.1,-0.30000000000000004,-0.069,0.5,-0.053999999999999986,-0.08100000000000007,-1.3999999999999997,-0.2,-0.1,-0.09999999999999998,-2.4,-6.400000000000002,5.0
698,Danny Manning,1991,0.0,25,3,9.0,707.0,5.299999999999997,1.5,0.3999999999999999,0.02300000000000002,0.0,0.02300000000000002,0.009000000000000008,1.1000000000000003,0.7999999999999998,0.0,0.7,3.4000000000000004,0.4000000000000021,2.0
1143,Danny Manning,1992,0.0,26,3,-3.0,-143.0,-0.5,1.0,1.5000000000000004,-0.03300000000000003,0.267,-0.030000000000000027,0.07700000000000007,-0.3000000000000007,-0.8999999999999999,-0.20000000000000015,-0.2,3.5,4.099999999999998,3.0
1633,Danny Manning,1993,0.0,27,3,-11.0,-241.0,2.200000000000003,-0.3000000000000007,-1.5000000000000004,-0.02100000000000002,-0.091,-0.02300000000000002,-0.133,0.20000000000000015,1.1999999999999995,0.10000000000000007,-0.10000000000000007,-2.1999999999999997,-0.8999999999999986,4.0
2080,Danny Manning,1994,0.0,28,3,-22.0,-1010.0,-4.300000000000004,-1.1999999999999993,-0.3999999999999999,0.05900000000000005,0.11,0.06200000000000005,0.003999999999999893,-0.7999999999999998,-0.5,-0.6,0.0,-2.700000000000003,-2.5,5.0
2562,Danny Manning,1995,0.0,29,3,-13.0,-694.0,-8.099999999999998,-2.0,-0.5,-0.08800000000000008,-0.07200000000000004,-0.08800000000000008,0.07900000000000007,-1.7000000000000002,-1.2999999999999998,0.29999999999999993,-0.5,-4.499999999999998,4.199999999999998,6.0
3132,Danny Manning,1996,0.0,30,3,44.0,1318.0,3.0,0.09999999999999963,-0.10000000000000007,0.07700000000000007,-0.020000000000000014,0.07700000000000007,-0.031000000000000024,1.7999999999999998,0.20000000000000015,-0.09999999999999988,0.30000000000000004,0.09999999999999963,-5.5,7.0
3677,Danny Manning,1997,0.0,31,3,-7.0,-340.0,-2.099999999999998,0.09999999999999963,0.0,-0.020000000000000014,-0.194,-0.024000000000000018,0.018000000000000127,-0.5,-0.20000000000000015,-0.10000000000000007,-0.30000000000000004,0.0,1.6000000000000014,8.0
4223,Danny Manning,1998,0.0,32,3,-20.0,-610.0,-1.900000000000002,-1.8999999999999997,-0.7999999999999998,-0.03200000000000003,0.111,-0.030000000000000027,-0.04300000000000015,-1.1999999999999993,0.2999999999999998,-0.30000000000000004,0.10000000000000007,-4.4,-4.400000000000002,9.0
4739,Danny Manning,1999,0.0,33,3,22.0,33.0,-6.800000000000002,-1.6,-1.1,-0.043999999999999984,0.139,-0.044999999999999984,-0.041999999999999926,-1.5000000000000004,-1.2999999999999998,0.20000000000000007,-0.4,-4.5,-4.5,10.0
5237,Danny Manning,2000,0.0,34,3,10.0,88.0,-0.9999999999999982,0.8999999999999999,0.7,0.053999999999999986,0.0,0.06,0.07500000000000008,-0.2999999999999998,0.10000000000000007,-0.30000000000000004,0.0,2.8000000000000007,8.0,11.0
5765,Danny Manning,2001,0.0,35,3,-41.0,-753.0,-2.4000000000000004,-1.3,-0.7,-0.01699999999999996,-0.10699999999999997,-0.02100000000000002,-0.06200000000000005,0.0,-0.4000000000000001,-0.09999999999999998,0.09999999999999998,-3.4000000000000004,-7.799999999999999,12.0
6250,Danny Manning,2002,0.0,36,3,-28.0,-463.0,-6.7,-0.7,-0.09999999999999998,-0.07100000000000001,0.232,-0.027000000000000024,0.16599999999999993,-1.2000000000000002,-0.2,0.2,-0.3,-1.4,7.1,13.0
699,Sarunas Marciulionis,1991,0.0,27,12,22.0,1130.0,9.7,3.1,1.6,0.03699999999999992,0.133,0.03700000000000003,0.06399999999999982,0.5,1.7,0.4000000000000001,0.0,7.999999999999997,2.6999999999999997,2.0
1144,Sarunas Marciulionis,1992,0.0,28,9,-42.0,-1281.0,-1.5,-0.8999999999999995,0.20000000000000015,0.0050000000000000044,-0.09999999999999998,0.007000000000000006,-0.027000000000000024,0.3000000000000003,0.10000000000000007,0.09999999999999988,0.0,-1.5,-0.5999999999999979,3.0
2081,Sarunas Marciulionis,1994,0.0,30,12,36.0,358.0,-9.799999999999997,-2.6000000000000005,-3.2,-0.06999999999999995,0.20199999999999999,-0.03600000000000003,-0.028999999999999918,-2.2,-1.8,-0.5999999999999999,-0.1,-8.099999999999998,-1.0,4.0
2564,Sarunas Marciulionis,1995,0.0,31,12,-13.0,-155.0,1.5,0.0,0.6999999999999997,-0.020999999999999963,0.00599999999999995,0.024000000000000018,0.04300000000000004,0.5,0.5000000000000002,-0.10000000000000007,0.1,1.5,0.8999999999999986,5.0
3137,Sarunas Marciulionis,1996,0.0,32,12,-36.0,-784.0,-4.600000000000001,-1.0999999999999996,-1.2,-0.07600000000000001,-0.040999999999999925,-0.10400000000000004,0.03099999999999992,0.30000000000000004,-0.7000000000000002,-0.30000000000000004,0.0,-4.000000000000001,3.3000000000000007,6.0
700,Anthony Mason,1991,0.0,25,3,79.0,2177.0,19.8,1.8,0.0,0.009000000000000008,0.0,0.009000000000000008,-0.10799999999999997,5.3,1.3,0.3,0.2,3.7,-0.4000000000000004,2.0
1145,Anthony Mason,1992,0.0,26,3,-1.0,284.0,3.8000000000000007,1.4,0.5,-0.007000000000000006,0.0,-0.007000000000000006,0.040000000000000036,0.9000000000000004,0.8,-0.09999999999999998,0.0,3.3000000000000007,3.4000000000000004,3.0
1639,Anthony Mason,1993,0.0,27,3,-8.0,-579.0,-4.5,-1.1,-0.8999999999999999,-0.025999999999999968,0.0,-0.025999999999999968,0.037999999999999916,-2.1000000000000005,0.0,-0.09999999999999998,-0.1,-3.1000000000000005,-1.5,4.0
2088,Anthony Mason,1994,0.0,28,3,4.0,593.0,6.299999999999998,0.9000000000000004,0.8999999999999999,0.09000000000000002,0.0,0.09000000000000002,-0.07900000000000007,2.6000000000000005,1.0,0.5,0.2,2.7,-0.09999999999999963,5.0
2572,Anthony Mason,1995,0.0,29,9,5.0,961.0,9.800000000000004,1.7999999999999998,1.1,-0.0030000000000001137,0.0,-0.0030000000000001137,0.07900000000000007,0.9000000000000004,1.3000000000000005,-0.09999999999999998,0.10000000000000003,4.699999999999998,2.1000000000000014,6.0
3145,Anthony Mason,1996,0.0,30,3,-9.0,-314.0,0.8999999999999986,0.4000000000000004,0.8000000000000003,-0.037999999999999916,0.333,-0.037999999999999916,0.025000000000000026,2.1,1.2999999999999998,0.2,0.09999999999999998,1.5999999999999996,1.5,7.0
3682,Anthony Mason,1997,0.0,31,3,8.0,5.0,-4.200000000000003,-1.1000000000000003,-1.2000000000000002,-0.016000000000000014,-0.333,-0.016000000000000014,-0.09599999999999996,-1.200000000000001,-1.5,-0.2,-0.3,-3.3999999999999986,-1.6000000000000014,8.0
4747,Anthony Mason,1999,0.0,33,9,1.0,-15.0,-0.6999999999999957,-0.8999999999999999,0.5999999999999996,-0.029000000000000026,0.0,-0.029000000000000026,0.09699999999999998,-1.6999999999999993,0.2999999999999998,0.09999999999999998,0.2,-1.200000000000001,-1.5999999999999996,9.0
5244,Anthony Mason,2000,0.0,34,3,-2.0,121.0,2.5,1.9,0.7999999999999998,0.0020000000000000573,0.0,0.0020000000000000573,0.03499999999999992,1.0999999999999996,-1.4,0.09999999999999998,-0.10000000000000003,4.500000000000002,5.6,10.0
5774,Anthony Mason,2001,0.0,35,3,2.0,-111.0,-2.4000000000000057,-1.9,-2.7,0.02299999999999996,1.0,0.02399999999999997,-0.08399999999999985,-1.6999999999999993,1.1,-0.30000000000000004,0.0,-6.500000000000003,-7.300000000000002,11.0
6258,Anthony Mason,2002,0.0,36,0,-17.0,-1024.0,-5.699999999999997,-1.0,-0.5999999999999999,-0.019000000000000017,-1.0,-0.020000000000000014,0.02099999999999991,-1.5,-1.0,-0.2,-0.09999999999999998,-2.3999999999999995,-1.1999999999999993,12.0
701,Tony Massenburg,1991,0.0,24,3,-17.0,-71.0,0.4000000000000004,-0.20000000000000007,-0.30000000000000004,-0.04999999999999999,0.0,-0.04999999999999999,-0.02200000000000002,-0.30000000000000004,-0.1,0.0,-0.2,-0.6999999999999997,-5.399999999999999,2.0
2089,Tony Massenburg,1994,0.0,27,0,62.0,2037.0,21.6,2.9,1.7000000000000002,0.06899999999999995,0.0,0.06899999999999995,0.15300000000000002,4.300000000000002,0.8,0.5,0.6,7.700000000000001,-1.8000000000000007,3.0
2573,Tony Massenburg,1995,0.0,28,3,-26.0,-664.0,0.5,0.5,-0.10000000000000007,0.026000000000000027,0.0,0.026000000000000027,-0.04599999999999993,0.7999999999999998,-0.20000000000000007,-0.09999999999999998,-0.29999999999999993,0.6999999999999993,0.5999999999999979,4.0
3146,Tony Massenburg,1996,0.0,29,3,25.0,491.0,-2.400000000000002,-1.2000000000000002,-0.5,-0.010000000000000007,0.0,-0.010000000000000007,-0.07600000000000008,0.0,-0.3,0.0,0.2,-2.8,-3.5999999999999983,5.0
3683,Tony Massenburg,1997,0.0,30,0,-18.0,-1060.0,-10.0,-0.3999999999999999,0.0,-0.0060000000000000045,0.0,-0.0060000000000000045,0.09899999999999998,-2.7,0.0,-0.09999999999999998,-0.2,-0.7000000000000002,7.599999999999998,6.0
4231,Tony Massenburg,1998,0.0,31,3,-18.0,249.0,11.900000000000002,2.0000000000000004,0.7999999999999998,0.008000000000000063,0.0,0.008000000000000063,-0.06499999999999995,2.2,0.2,0.2,0.5,4.699999999999998,-0.5,7.0
4748,Tony Massenburg,1999,0.0,32,3,-33.0,-1034.0,-15.7,-2.8000000000000003,-1.0,-0.04300000000000004,0.0,-0.04300000000000004,0.21,-3.3,-0.2,-0.4,-0.4,-6.6,0.10000000000000142,8.0
5246,Tony Massenburg,2000,0.0,33,3,42.0,714.0,4.9,0.2,-0.4999999999999999,0.018000000000000016,0.0,0.018000000000000016,-0.17500000000000004,1.2999999999999998,-0.09999999999999998,0.0,0.0,-0.09999999999999963,-5.6,9.0
5776,Tony Massenburg,2001,0.0,34,3,21.0,424.0,1.3000000000000007,0.4000000000000001,0.29999999999999993,-0.0060000000000000045,1.0,-0.0050000000000000044,0.018000000000000016,0.4000000000000004,0.2,0.2,-0.09999999999999998,1.0,1.5999999999999996,10.0
6263,Tony Massenburg,2002,0.0,35,0,-15.0,-455.0,-3.4000000000000017,-0.4000000000000001,-0.09999999999999988,-0.008000000000000063,-1.0,-0.009000000000000064,0.05600000000000005,-1.7000000000000002,-0.10000000000000003,-0.10000000000000003,-0.10000000000000003,-0.7999999999999998,1.5,11.0
6795,Tony Massenburg,2003,0.0,36,3,1.0,-3.0,-0.2999999999999989,0.0,-0.4000000000000001,0.027000000000000024,0.0,0.027000000000000024,-0.09100000000000008,0.5,0.2,-0.09999999999999998,0.0,-0.4000000000000004,-1.8000000000000007,12.0
7384,Tony Massenburg,2004,0.0,37,3,2.0,-90.0,-1.9000000000000004,-0.6000000000000001,0.10000000000000007,-0.06799999999999995,0.0,-0.06799999999999995,0.07900000000000007,-0.5,-0.3,0.09999999999999998,0.0,-1.0999999999999996,-0.09999999999999787,13.0
706,Vernon Maxwell,1991,0.0,26,12,-2.0,-170.0,-1.2000000000000028,0.20000000000000015,0.0,0.009000000000000008,0.0050000000000000044,0.0060000000000000045,0.039000000000000035,0.10000000000000007,0.39999999999999947,-0.2,0.2,0.1999999999999993,2.1000000000000014,2.0
1147,Vernon Maxwell,1992,0.0,27,12,-9.0,-449.0,-2.099999999999998,-1.3999999999999997,-0.3000000000000003,-0.00599999999999995,-0.010000000000000007,-0.0019999999999999467,-0.052999999999999936,0.10000000000000007,0.10000000000000052,-0.10000000000000007,-0.30000000000000004,-3.3999999999999986,-2.8000000000000007,3.0
1641,Vernon Maxwell,1993,0.0,28,12,4.0,320.0,2.599999999999998,0.1999999999999993,-0.3999999999999999,-0.018000000000000016,-0.03400000000000003,-0.026000000000000027,0.030000000000000027,0.0,0.8999999999999995,0.5,0.2,-0.20000000000000107,-0.10000000000000142,4.0
